Subject,Char_Total_Str,Char_Total_Int,Char_Init,Char_End,Class,Current_Dwell,Interval,Press_Flight,Release_Flight,Digraph,Later_Dwell
gerald,i_e,9_5,9,5,6,0.065019608,0.055990696,0.121010303,0.122989178,0.188008785,0.066998482
gerald,e_s,5_19,5,19,6,0.066998482,0.099005938,0.166004419,0.187003851,0.254002333,0.087997913
gerald,s_~,19_0,19,0,6,0.087997913,0.067044497,0.15504241,0.144239187,0.232237101,0.077194691
gerald,~_c,0_3,0,3,6,0.077194691,0,0.077194691,0.055747986,0.132942677,0.055747986
gerald,c_r,3_18,3,18,6,0.055747986,0.110182762,0.165930748,0.176054478,0.231802464,0.065871716
gerald,r_y,18_25,18,25,6,0.065871716,0.01394105,0.079812765,0.069939852,0.135811567,0.055998802
gerald,y_a,25_1,25,1,3,0.066057444,0.023764133,0.089821577,0.145000935,0.211058378,0.121236801
gerald,a_m,1_13,1,13,3,0.121236801,0,0.121236801,0.065934896,0.187171698,0.065934896
gerald,m_~,13_0,13,0,3,0.065934896,0.110056639,0.175991535,0.178996086,0.244930983,0.068939447
gerald,~_r,0_18,0,18,3,0.068939447,-0.012999535,0.055939913,0.055999041,0.124938488,0.068998575
gerald,r_a,18_1,18,1,3,0.068998575,0.108830214,0.177828789,0.208003283,0.277001858,0.099173069
gerald,a_n,1_14,1,14,3,0.099173069,0.000652075,0.099825144,0.067053318,0.166226387,0.066401243
gerald,n_d,14_4,14,4,3,0.066401243,0.044935465,0.111336708,0.111983061,0.178384304,0.067047596
gerald,d_o,4_15,4,15,3,0.067047596,0.023607016,0.090654612,0.080006123,0.147053719,0.056399107
gerald,o_m,15_13,15,13,3,0.056399107,0.130940199,0.187339306,0.186938763,0.24333787,0.055998564
gerald,f_i,6_9,6,9,4,0.130834341,0.269060612,0.399894953,0.314474821,0.445309162,0.045414209
gerald,i_s,9_19,9,19,4,0.045414209,0.450507641,0.49592185,0.571504831,0.616919041,0.12099719
gerald,s_t,19_20,19,20,4,0.12099719,0.056038618,0.177035809,0.122060299,0.243057489,0.066021681
gerald,t_~,20_0,20,0,4,0.066021681,0.184020758,0.250042439,0.250977516,0.316999197,0.066956758
gerald,~_t,0_20,0,20,4,0.066956758,0.247947931,0.31490469,0.346945286,0.413902044,0.098997355
gerald,t_r,20_18,20,18,4,0.098997355,0.141610146,0.2406075,0.218995094,0.317992449,0.077384949
gerald,r_a,18_1,18,1,4,0.077384949,0.087997913,0.165382862,0.197067738,0.274452686,0.109069824
gerald,a_i,1_9,1,9,4,0.109069824,0.05576396,0.164833784,0.122981071,0.232050896,0.067217112
gerald,i_n,9_14,9,14,4,0.067217112,0.130940676,0.198157787,0.187125444,0.254342556,0.056184769
gerald,b_a,2_1,2,1,5,0.080034971,-0.012965202,0.067069769,0.067084074,0.147119045,0.080049276
gerald,a_s,1_19,1,19,5,0.080049276,0.099006891,0.179056168,0.199864626,0.279913902,0.100857735
gerald,s_i,19_9,19,9,5,0.100857735,-0.033943415,0.06691432,0.023999453,0.124857187,0.057942867
gerald,i_l,9_12,9,12,5,0.057942867,0.099065304,0.157008171,0.165521383,0.223464251,0.066456079
gerald,l_~,12_0,12,0,5,0.066456079,0.120545626,0.187001705,0.18679595,0.253252029,0.066250324
gerald,~_u,0_21,0,21,5,0.066250324,0.098877192,0.165127516,0.153835058,0.220085382,0.054957867
gerald,u_n,21_14,21,14,5,0.054957867,0.099841833,0.1547997,0.155901194,0.21085906,0.056059361
gerald,n_t,14_20,14,20,5,0.056059361,0.013930798,0.069990158,0.079999685,0.136059046,0.066068888
gerald,t_o,20_15,20,15,5,0.066068888,0.045936584,0.112005472,0.101927042,0.16799593,0.055990458
gerald,d_e,4_5,4,5,6,0.087152004,0.109758615,0.19691062,0.198971272,0.286123276,0.089212656
gerald,e_t,5_20,5,20,6,0.089212656,0.033959866,0.123172522,0.100003719,0.189216375,0.066043854
gerald,t_a,20_1,20,1,6,0.066043854,0.035778522,0.101822376,0.101851463,0.167895317,0.066072941
